
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2022-07-25;Mexique;6624310;327089;0;4.94;0.00;95.06
2022-07-25;Mauritanie;62350;990;0;1.59;0.00;98.41
2022-07-25;Mali;31216;737;0;2.36;0.00;97.64
2022-07-25;Moldavie;526394;11592;0;2.20;0.00;97.80
2022-07-25;Lituanie;1175998;9201;0;0.78;0.00;99.22
2022-07-25;Liban;1159629;10512;0;0.91;0.00;99.09
2022-07-25;Islande;201082;179;0;0.09;0.00;99.91
2022-07-25;Kenya;337339;5670;0;1.68;0.00;98.32
2022-07-25;Israël;4557774;11300;0;0.25;0.00;99.75
2022-07-25;Honduras;436210;10931;0;2.51;0.00;97.49
2022-07-25;Guatemala;1017542;18940;0;1.86;0.00;98.14
2022-07-25;Gambie;12028;368;0;3.06;0.00;96.94
2022-07-25;Géorgie;1675265;16854;0;1.01;0.00;98.99
2022-07-25;Érythrée;9944;103;0;1.04;0.00;98.96
2022-07-25;République Dominicaine;626611;4383;0;0.70;0.00;99.30
2022-07-25;Chypre;556048;1099;0;0.20;0.00;99.80
2022-07-25;Costa Rica;989213;8670;0;0.88;0.00;99.12
2022-07-25;Côte d'Ivoire;84998;810;0;0.95;0.00;99.05
2022-07-25;Canada;4064084;42695;0;1.05;0.00;98.95
2022-07-25;Bahamas;36604;822;0;2.25;0.00;97.75
2022-07-25;Bénin;27271;163;0;0.60;0.00;99.40
2022-07-25;Bangladesh;2002323;29271;0;1.46;0.00;98.54
2022-07-25;Australie;9185736;11300;0;0.12;0.00;99.88
2022-07-25;Émirats Arabes Unis;984267;2332;0;0.24;0.00;99.76
2022-07-25;Zambie;329483;4015;0;1.22;0.00;98.78
2022-07-25;St-Vincent / Grenadines;9282;115;0;1.24;0.00;98.76
2022-07-25;Ouganda;169015;3628;0;2.15;0.00;97.85
2022-07-25;Turquie;15524071;99184;0;0.64;0.00;99.36
2022-07-25;Tadjikistan;17786;125;0;0.70;0.00;99.30
2022-07-25;Eswatini;73259;1417;0;1.93;0.00;98.07
2022-07-25;Somalie;26957;1361;0;5.05;0.00;94.95
2022-07-25;Slovénie;1072182;6686;0;0.62;0.00;99.38
2022-07-25;Îles Salomon;21544;153;0;0.71;0.00;99.29
2022-07-25;Réunion;429237;825;0;0.19;0.00;99.81
2022-07-25;Papouasie-Nouvelle-Guinée;44772;662;0;1.48;0.00;98.52
2022-07-25;Nigéria;260339;3147;0;1.21;0.00;98.79
2022-07-25;Malaisie;4654951;35923;0;0.77;0.00;99.23
2022-07-25;Birmanie;613966;19434;0;3.17;0.00;96.83
2022-07-25;Montenegro;253365;2739;0;1.08;0.00;98.92
2022-07-25;Luxembourg;280088;1108;0;0.40;0.00;99.60
2022-07-25;Sainte-Lucie;27755;385;0;1.39;0.00;98.61
2022-07-25;Corée du Sud;19346764;24907;0;0.13;0.00;99.87
2022-07-25;Kirghizistan;201832;2991;0;1.48;0.00;98.52
2022-07-25;Italie;20684182;170979;0;0.83;0.00;99.17
2022-07-25;Croatie;1177692;16235;0;1.38;0.00;98.62
2022-07-25;Guinée;37358;445;0;1.19;0.00;98.81
2022-07-25;Guyane Française;89779;402;0;0.45;0.00;99.55
2022-07-25;Îles Féroé;34658;28;0;0.08;0.00;99.92
2022-07-25;Espagne;13204863;110187;0;0.83;0.00;99.17
2022-07-25;Algérie;266916;6876;0;2.58;0.00;97.42
2022-07-25;République Tchèque;3968476;40390;0;1.02;0.00;98.98
2022-07-25;Bhoutan;60368;21;0;0.03;0.00;99.97
2022-07-25;Saint Barthélemy;4954;6;0;0.12;0.00;99.88
2022-07-25;Belgique;4398161;32179;0;0.73;0.00;99.27
2022-07-25;Angola;102301;1912;0;1.87;0.00;98.13
2022-07-25;Afghanistan;184819;7738;0;4.19;0.00;95.81
2022-07-25;Zimbabwe;256270;5572;0;2.17;0.00;97.83
2022-07-25;Samoa;15318;29;0;0.19;0.00;99.81
2022-07-25;Venezuela;533195;5757;0;1.08;0.00;98.92
2022-07-25;Trinité-et-Tobago;170100;4045;0;2.38;0.00;97.62
2022-07-25;Suriname;80949;1379;0;1.70;0.00;98.30
2022-07-25;Seychelles;45429;168;0;0.37;0.00;99.63
2022-07-25;Roumanie;3011711;65862;0;2.19;0.00;97.81
2022-07-25;Palestine;672039;5664;0;0.84;0.00;99.16
2022-07-25;Philippines;3755403;60694;0;1.62;0.00;98.38
2022-07-25;Nouvelle-Zélande;1576649;1942;0;0.12;0.00;99.88
2022-07-25;Nicaragua;14777;244;0;1.65;0.00;98.35
2022-07-25;Mozambique;229387;2215;0;0.97;0.00;99.03
2022-07-25;Malte;112295;786;0;0.70;0.00;99.30
2022-07-25;Mongolie;937971;2119;0;0.23;0.00;99.77
2022-07-25;Saint Martin;11410;63;0;0.55;0.00;99.45
2022-07-25;Lettonie;855249;5879;0;0.69;0.00;99.31
2022-07-25;Liechtenstein;18571;86;0;0.46;0.00;99.54
2022-07-25;Koweït;653020;2559;0;0.39;0.00;99.61
2022-07-25;Cambodge;136612;3056;0;2.24;0.00;97.76
2022-07-25;Inde;43920451;526110;0;1.20;0.00;98.80
2022-07-25;Haïti;32178;838;0;2.60;0.00;97.40
2022-07-25;Guinée-Bissau;8400;171;0;2.04;0.00;97.96
2022-07-25;Guadeloupe;179285;960;0;0.54;0.00;99.46
2022-07-25;France;32647030;148208;0;0.45;0.00;99.55
2022-07-25;Éthiopie;491834;7567;0;1.54;0.00;98.46
2022-07-25;Équateur;955583;35793;0;3.75;0.00;96.25
2022-07-25;Allemagne;30476605;143364;0;0.47;0.00;99.53
2022-07-25;Cuba;1107510;8529;0;0.77;0.00;99.23
2022-07-25;Chili;4191347;59383;0;1.42;0.00;98.58
2022-07-25;Rép. Dém. du Congo;91928;1390;0;1.51;0.00;98.49
2022-07-25;Burkina Faso;21128;387;0;1.83;0.00;98.17
2022-07-25;Antarctique;11;0;0;0.00;0.00;100.00
2022-07-25;Antigua-et-Barbuda;8736;144;0;1.65;0.00;98.35
2022-07-25;Autres;721;15;0;2.08;0.00;97.92
2022-07-25;Kosovo;245857;3164;0;1.29;0.00;98.71
2022-07-25;États-Unis;90567290;1027369;0;1.13;0.00;98.87
2022-07-25;Timor-Leste;22986;133;0;0.58;0.00;99.42
2022-07-25;Tchad;7432;193;0;2.60;0.00;97.40
2022-07-25;Soudan du sud;17733;138;0;0.78;0.00;99.22
2022-07-25;Slovaquie;2573084;20198;0;0.78;0.00;99.22
2022-07-25;Soudan;62914;4955;0;7.88;0.00;92.12
2022-07-25;Serbie;2088966;16223;0;0.78;0.00;99.22
2022-07-25;Portugal;5323725;24555;0;0.46;0.00;99.54
2022-07-25;Pakistan;1550880;30469;0;1.96;0.00;98.04
2022-07-25;Oman;393002;4628;0;1.18;0.00;98.82
2022-07-25;Pays-Bas;8424253;23095;0;0.27;0.00;99.73
2022-07-25;Namibie;169253;4069;0;2.40;0.00;97.60
2022-07-25;Maurice;241165;1009;0;0.42;0.00;99.58
2022-07-25;Macao;787;6;0;0.76;0.00;99.24
2022-07-25;Madagascar;66416;1407;0;2.12;0.00;97.88
2022-07-25;Libye;503611;6431;0;1.28;0.00;98.72
2022-07-25;Sri Lanka;664975;16539;0;2.49;0.00;97.51
2022-07-25;Kiribati;3430;13;0;0.38;0.00;99.62
2022-07-25;Jamaïque;145738;3184;0;2.18;0.00;97.82
2022-07-25;Hongrie;1951079;46736;0;2.40;0.00;97.60
2022-07-25;Guyana;69468;1270;0;1.83;0.00;98.17
2022-07-25;Guinée Équatoriale;16704;183;0;1.10;0.00;98.90
2022-07-25;Ghana;167215;1456;0;0.87;0.00;99.13
2022-07-25;Gabon;48417;306;0;0.63;0.00;99.37
2022-07-25;Finlande;1171034;5012;0;0.43;0.00;99.57
2022-07-25;Estonie;584373;2612;0;0.45;0.00;99.55
2022-07-25;Djibouti;15690;189;0;1.20;0.00;98.80
2022-07-25;Cap-vert;62078;409;0;0.66;0.00;99.34
2022-07-25;Cameroun;120068;1931;0;1.61;0.00;98.39
2022-07-25;République Centrafricaine;14712;113;0;0.77;0.00;99.23
2022-07-25;Botswana;325181;2763;0;0.85;0.00;99.15
2022-07-25;Brunéi Darussalam;200279;225;0;0.11;0.00;99.89
2022-07-25;Bulgarie;1198359;37342;0;3.12;0.00;96.88
2022-07-25;Azerbaïdjan;796576;9735;0;1.22;0.00;98.78
2022-07-25;Argentine;9507562;129278;0;1.36;0.00;98.64
2022-07-25;Yémen;11849;2149;0;18.14;0.00;81.86
2022-07-25;Uruguay;967808;7387;0;0.76;0.00;99.24
2022-07-25;Taïwan;4447707;8649;0;0.19;0.00;99.81
2022-07-25;Sao Tomé-et-Principe;6087;74;0;1.22;0.00;98.78
2022-07-25;Sierra Leone;7729;125;0;1.62;0.00;98.38
2022-07-25;Suède;2533978;19249;0;0.76;0.00;99.24
2022-07-25;Russie;18268570;374444;0;2.05;0.00;97.95
2022-07-25;Palaos;5308;6;0;0.11;0.00;99.89
2022-07-25;Pologne;6049640;116510;0;1.93;0.00;98.07
2022-07-25;Panama;942083;8395;0;0.89;0.00;99.11
2022-07-25;Norvège;1454675;3596;0;0.25;0.00;99.75
2022-07-25;Nouvelle-Calédonie;68135;314;0;0.46;0.00;99.54
2022-07-25;Maldives;184302;307;0;0.17;0.00;99.83
2022-07-25;Îles Marshall;59;0;0;0.00;0.00;100.00
2022-07-25;Maroc;1258018;16215;0;1.29;0.00;98.71
2022-07-25;Libéria;7508;294;0;3.92;0.00;96.08
2022-07-25;Kazakhstan;1422966;19021;0;1.34;0.00;98.66
2022-07-25;Comores;8270;160;0;1.93;0.00;98.07
2022-07-25;Jordanie;1709879;14074;0;0.82;0.00;99.18
2022-07-25;Iraq;2432786;25293;0;1.04;0.00;98.96
2022-07-25;Indonésie;6172390;156916;0;2.54;0.00;97.46
2022-07-25;Hong-Kong;1326123;9472;0;0.71;0.00;99.29
2022-07-25;Grèce;4210771;30707;0;0.73;0.00;99.27
2022-07-25;Gibraltar;19902;105;0;0.53;0.00;99.47
2022-07-25;Royaume-Uni;23402849;183311;0;0.78;0.00;99.22
2022-07-25;Fidji;67356;870;0;1.29;0.00;98.71
2022-07-25;Égypte;515645;24765;0;4.80;0.00;95.20
2022-07-25;Danemark;3230389;6612;0;0.20;0.00;99.80
2022-07-25;Chine;902452;5226;0;0.58;0.00;99.42
2022-07-25;Congo (Brazzaville);24604;386;0;1.57;0.00;98.43
2022-07-25;Bélarus;994037;7118;0;0.72;0.00;99.28
2022-07-25;Bolivie;1007919;22025;0;2.19;0.00;97.81
2022-07-25;Bahreïn;656410;1506;0;0.23;0.00;99.77
2022-07-25;Bosnie-Herzégovine;383415;15839;0;4.13;0.00;95.87
2022-07-25;Albanie;293917;3517;0;1.20;0.00;98.80
