Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection

2021-04-11;Macao;49;0;48;0.00;97.96;2.04

2021-04-11;Martinique;8887;59;98;0.66;1.10;98.23

2021-04-11;Mauritanie;18022;450;17347;2.50;96.25;1.25

2021-04-11;Malte;29614;402;28654;1.36;96.76;1.88

2021-04-11;Maurice;1192;12;775;1.01;65.02;33.98

2021-04-11;Maldives;25617;67;22551;0.26;88.03;11.71

2021-04-11;Malawi;33827;1128;31479;3.33;93.06;3.61

2021-04-11;Mexique;2280213;209338;1765244;9.18;77.42;13.40

2021-04-11;Malaisie;360856;1329;343953;0.37;95.32;4.32

2021-04-11;Mozambique;68758;791;58904;1.15;85.67;13.18

2021-04-11;Namibie;45527;570;43640;1.25;95.86;2.89

2021-04-11;Nouvelle-Calédonie;121;0;58;0.00;47.93;52.07

2021-04-11;Niger;5074;189;4747;3.72;93.56;2.72

2021-04-11;Nigéria;163799;2060;154107;1.26;94.08;4.66

2021-04-11;Nicaragua;6727;179;4225;2.66;62.81;34.53

2021-04-11;Pays-Bas;1374451;16959;18230;1.23;1.33;97.44

2021-04-11;Norvège;103621;684;17998;0.66;17.37;81.97

2021-04-11;Népal;280028;3040;274027;1.09;97.86;1.06

2021-04-11;Nouvelle-Zélande;2583;26;2457;1.01;95.12;3.87

2021-04-11;Oman;171549;1776;152784;1.04;89.06;9.90

2021-04-11;Panama;358611;6163;348231;1.72;97.11;1.18

2021-04-11;Pérou;1647694;54903;1566543;3.33;95.07;1.59

2021-04-11;Polynésie Française;18652;141;4842;0.76;25.96;73.28

2021-04-11;Papouasie-Nouvelle-Guinée;8442;68;846;0.81;10.02;89.17

2021-04-11;Philippines;864868;14945;703404;1.73;81.33;16.94

2021-04-11;Pakistan;725602;15501;634835;2.14;87.49;10.37

2021-04-11;Pologne;2574631;58421;2171301;2.27;84.33;13.40

2021-04-11;Palestine;268132;2860;232960;1.07;86.88;12.05

2021-04-11;Portugal;827494;16916;784618;2.04;94.82;3.14

2021-04-11;Paraguay;235292;4827;193286;2.05;82.15;15.80

2021-04-11;Qatar;190025;333;169635;0.18;89.27;10.55

2021-04-11;Réunion;17508;123;16011;0.70;91.45;7.85

2021-04-11;Roumanie;1006167;25135;906659;2.50;90.11;7.39

2021-04-11;Serbie;642208;5735;0;0.89;0.00;99.11

2021-04-11;Russie;4589209;101282;4216960;2.21;91.89;5.90

2021-04-11;Rwanda;23426;315;21243;1.34;90.68;7.97

2021-04-11;Arabie Saoudite;398435;6754;383321;1.70;96.21;2.10

2021-04-11;Îles Salomon;19;0;18;0.00;94.74;5.26

2021-04-11;Seychelles;4430;24;4123;0.54;93.07;6.39

2021-04-11;Soudan;31833;2063;24214;6.48;76.07;17.45

2021-04-11;Suède;857401;13621;0;1.59;0.00;98.41

2021-04-11;Singapour;60653;30;60335;0.05;99.48;0.47

2021-04-11;Slovénie;226499;4119;208561;1.82;92.08;6.10

2021-04-11;Slovaquie;371062;10565;255300;2.85;68.80;28.35

2021-04-11;Sierra Leone;4005;79;2831;1.97;70.69;27.34

2021-04-11;Saint-Marin;4956;85;4477;1.72;90.33;7.95

2021-04-11;Sénégal;39431;1078;38174;2.73;96.81;0.45

2021-04-11;Somalie;12406;618;5222;4.98;42.09;52.93

2021-04-11;Suriname;9302;182;8669;1.96;93.20;4.85

2021-04-11;Soudan du sud;10372;114;10090;1.10;97.28;1.62

2021-04-11;Sao Tomé-et-Principe;2266;35;2184;1.54;96.38;2.07

2021-04-11;El Salvador;66489;2051;62958;3.08;94.69;2.23

2021-04-11;Syrie;20226;1378;14012;6.81;69.28;23.91

2021-04-11;Eswatini;17376;669;16645;3.85;95.79;0.36

2021-04-11;Tchad;4636;167;4286;3.60;92.45;3.95

2021-04-11;Togo;12006;116;9274;0.97;77.24;21.79

2021-04-11;Thaïlande;32625;97;26873;0.30;82.37;17.33

2021-04-11;Tadjikistan;13308;90;13218;0.68;99.32;0.00

2021-04-11;Timor-Leste;947;1;443;0.11;46.78;53.12

2021-04-11;Tunisie;271861;9293;224907;3.42;82.73;13.85

2021-04-11;Turquie;3849011;33939;3331411;0.88;86.55;12.57

2021-04-11;Trinité-et-Tobago;8404;146;7740;1.74;92.10;6.16

2021-04-11;Taïwan;1057;11;1022;1.04;96.69;2.27

2021-04-11;Tanzanie;509;21;183;4.13;35.95;59.92

2021-04-11;Ukraine;1905430;38718;1459409;2.03;76.59;21.38

2021-04-11;Ouganda;41140;337;40685;0.82;98.89;0.29

2021-04-11;États-Unis;31197877;562156;0;1.80;0.00;98.20

2021-04-11;Uruguay;144642;1462;110277;1.01;76.24;22.75

2021-04-11;Ouzbékistan;84922;634;82760;0.75;97.45;1.80

2021-04-11;Vatican;27;0;15;0.00;55.56;44.44

2021-04-11;St-Vincent / Grenadines;1792;10;1665;0.56;92.91;6.53

2021-04-11;Venezuela;174887;1778;157486;1.02;90.05;8.93

2021-04-11;Viet Nam;2693;35;2429;1.30;90.20;8.50

2021-04-11;Vanuatu;3;0;1;0.00;33.33;66.67

2021-04-11;Samoa;3;0;2;0.00;66.67;33.33

2021-04-11;Kosovo;95886;1968;80344;2.05;83.79;14.16

2021-04-11;Yémen;5357;1049;2053;19.58;38.32;42.09

2021-04-11;Mayotte;19643;167;2964;0.85;15.09;84.06

2021-04-11;Afrique du Sud;1558458;53322;1483296;3.42;95.18;1.40

2021-04-11;Zambie;90029;1226;88018;1.36;97.77;0.87

2021-04-11;Zimbabwe;37288;1538;34873;4.12;93.52;2.35

2021-04-11;Autres;721;15;706;2.08;97.92;0.00

2021-04-10;Autres;721;15;706;2.08;97.92;0.00

2021-04-10;Zimbabwe;37273;1538;34862;4.13;93.53;2.34

2021-04-10;Zambie;89918;1226;86813;1.36;96.55;2.09

2021-04-10;Afrique du Sud;1557527;53256;1482682;3.42;95.19;1.39

2021-04-10;Mayotte;19643;167;2964;0.85;15.09;84.06

2021-04-10;Yémen;5276;1031;2027;19.54;38.42;42.04

2021-04-10;Kosovo;95886;1968;80344;2.05;83.79;14.16

2021-04-10;Samoa;3;0;2;0.00;66.67;33.33

2021-04-10;Vanuatu;3;0;1;0.00;33.33;66.67

2021-04-10;Viet Nam;2692;35;2429;1.30;90.23;8.47

2021-04-10;Venezuela;173786;1759;156472;1.01;90.04;8.95

2021-04-10;St-Vincent / Grenadines;1790;10;1651;0.56;92.23;7.21

2021-04-10;Vatican;27;0;15;0.00;55.56;44.44

2021-04-10;Ouzbékistan;84724;634;82586;0.75;97.48;1.78

2021-04-10;Uruguay;141380;1414;104434;1.00;73.87;25.13

2021-04-10;États-Unis;31151497;561873;0;1.80;0.00;98.20

2021-04-10;Ouganda;41113;337;40685;0.82;98.96;0.22

2021-04-10;Ukraine;1893192;38479;1454351;2.03;76.82;21.15

2021-04-10;Tanzanie;509;21;183;4.13;35.95;59.92

2021-04-10;Taïwan;1056;10;1020;0.95;96.59;2.46

2021-04-10;Trinité-et-Tobago;8382;145;7723;1.73;92.14;6.13

2021-04-10;Turquie;3798333;33702;3301217;0.89;86.91;12.20

2021-04-10;Tunisie;270297;9235;224397;3.42;83.02;13.56

2021-04-10;Timor-Leste;947;1;443;0.11;46.78;53.12

2021-04-10;Tadjikistan;13308;90;13218;0.68;99.32;0.00

2021-04-10;Thaïlande;31658;97;26873;0.31;84.89;14.81

2021-04-10;Togo;11947;116;9190;0.97;76.92;22.11

2021-04-10;Tchad;4625;167;4286;3.61;92.67;3.72

2021-04-10;Eswatini;17373;669;16645;3.85;95.81;0.34

2021-04-10;Syrie;20118;1368;13895;6.80;69.07;24.13

2021-04-10;El Salvador;65491;2048;62340;3.13;95.19;1.68

2021-04-10;Sao Tomé-et-Principe;2263;35;2179;1.55;96.29;2.17

2021-04-10;Soudan du sud;10359;114;10090;1.10;97.40;1.50

2021-04-10;Suriname;9278;179;8654;1.93;93.27;4.80

2021-04-10;Somalie;12271;605;5129;4.93;41.80;53.27

2021-04-10;Sénégal;39364;1077;38101;2.74;96.79;0.47

2021-04-10;Saint-Marin;4956;85;4477;1.72;90.33;7.95

2021-04-10;Sierra Leone;3995;79;2828;1.98;70.79;27.23

2021-04-10;Slovaquie;370473;10487;255300;2.83;68.91;28.26

2021-04-10;Slovénie;225950;4112;207927;1.82;92.02;6.16

2021-04-10;Singapour;60633;30;60322;0.05;99.49;0.46

2021-04-10;Suède;857401;13621;0;1.59;0.00;98.41

2021-04-10;Soudan;31833;2063;24214;6.48;76.07;17.45

2021-04-10;Seychelles;4395;24;4091;0.55;93.08;6.37

2021-04-10;Îles Salomon;19;0;18;0.00;94.74;5.26

2021-04-10;Arabie Saoudite;397636;6747;382773;1.70;96.26;2.04

2021-04-10;Rwanda;23343;314;21072;1.35;90.27;8.38

2021-04-10;Russie;4580633;100949;4209754;2.20;91.90;5.89

2021-04-10;Serbie;639476;5700;0;0.89;0.00;99.11

2021-04-10;Roumanie;1002865;25006;902239;2.49;89.97;7.54

2021-04-10;Réunion;17508;123;16011;0.70;91.45;7.85

2021-04-10;Qatar;189064;331;169086;0.18;89.43;10.39

2021-04-10;Paraguay;233745;4749;191614;2.03;81.98;15.99

2021-04-10;Portugal;826928;16910;784208;2.04;94.83;3.12

2021-04-10;Palestine;265897;2838;231288;1.07;86.98;11.95

2021-04-10;Pologne;2552898;58176;2143065;2.28;83.95;13.77

2021-04-10;Pakistan;721018;15443;631700;2.14;87.61;10.25

2021-04-10;Philippines;853209;14744;648220;1.73;75.97;22.30

2021-04-10;Papouasie-Nouvelle-Guinée;8342;68;846;0.82;10.14;89.04

2021-04-10;Polynésie Française;18652;141;4842;0.76;25.96;73.28

2021-04-10;Pérou;1639767;54669;1557779;3.33;95.00;1.67

2021-04-10;Panama;358377;6159;347898;1.72;97.08;1.21

2021-04-10;Oman;168005;1747;149969;1.04;89.26;9.70

2021-04-10;Nouvelle-Zélande;2574;26;2440;1.01;94.79;4.20

2021-04-10;Népal;279725;3039;273886;1.09;97.91;1.00

2021-04-10;Norvège;102974;684;17998;0.66;17.48;81.86

2021-04-10;Pays-Bas;1366024;16939;18054;1.24;1.32;97.44

2021-04-10;Nicaragua;6727;179;4225;2.66;62.81;34.53

2021-04-10;Nigéria;163736;2060;154098;1.26;94.11;4.63

2021-04-10;Niger;5072;188;4747;3.71;93.59;2.70

2021-04-10;Nouvelle-Calédonie;121;0;58;0.00;47.93;52.07

2021-04-10;Namibie;45323;564;43555;1.24;96.10;2.66

2021-04-10;Mozambique;68578;789;58383;1.15;85.13;13.72

2021-04-10;Malaisie;359117;1321;342737;0.37;95.44;4.19

2021-04-10;Mexique;2278420;209212;1765244;9.18;77.48;13.34

2021-04-10;Malawi;33805;1127;31360;3.33;92.77;3.90

2021-04-10;Maldives;25524;67;22429;0.26;87.87;11.86

2021-04-10;Maurice;1190;12;750;1.01;63.03;35.97

2021-04-10;Malte;29548;402;28610;1.36;96.83;1.81

2021-04-10;Mauritanie;18012;450;17322;2.50;96.17;1.33

2021-04-10;Martinique;8887;59;98;0.66;1.10;98.23

2021-04-10;Macao;49;0;48;0.00;97.96;2.04

2021-04-10;Mongolie;14183;20;8875;0.14;62.57;37.28

2021-04-10;Birmanie;142572;3206;131846;2.25;92.48;5.27

2021-04-10;Mali;11705;405;7101;3.46;60.67;35.87

2021-04-10;Macédoine;141157;4182;115433;2.96;81.78;15.26

2021-04-10;Îles Marshall;4;0;4;0.00;100.00;0.00

2021-04-10;Madagascar;27548;493;23481;1.79;85.24;12.97

2021-04-10;Saint Martin;1693;12;1399;0.71;82.63;16.66

2021-04-10;Montenegro;94035;1365;88144;1.45;93.74;4.81

2021-04-10;Moldavie;240886;5369;221968;2.23;92.15;5.62

2021-04-10;Monaco;2374;31;2230;1.31;93.93;4.76

2021-04-10;Maroc;501688;8891;488015;1.77;97.27;0.95

2021-04-10;Libye;166888;2807;152328;1.68;91.28;7.04

2021-04-10;Lettonie;107240;1986;98247;1.85;91.61;6.53

2021-04-10;Luxembourg;63467;763;59168;1.20;93.23;5.57

2021-04-10;Lituanie;225308;3671;205768;1.63;91.33;7.04

2021-04-10;Lesotho;10707;315;4471;2.94;41.76;55.30

2021-04-10;Libéria;2042;85;1899;4.16;93.00;2.84

2021-04-10;Sri Lanka;94848;595;91456;0.63;96.42;2.95

2021-04-10;Liechtenstein;2738;56;2606;2.05;95.18;2.78

2021-04-10;Sainte-Lucie;4347;64;4160;1.47;95.70;2.83

2021-04-10;Liban;494633;6630;402172;1.34;81.31;17.35

2021-04-10;Laos;49;0;47;0.00;95.92;4.08

2021-04-10;Kazakhstan;320881;3267;284034;1.02;88.52;10.46

2021-04-10;Koweït;245704;1403;229846;0.57;93.55;5.88

2021-04-10;Corée du Sud;109559;1768;100109;1.61;91.37;7.01

2021-04-10;Saint-Kitts-et-Nevis;44;0;44;0.00;100.00;0.00

2021-04-10;Comores;3789;146;3577;3.85;94.40;1.74

2021-04-10;Cambodge;4081;26;2080;0.64;50.97;48.40

2021-04-10;Kirghizistan;90019;1519;85824;1.69;95.34;2.97

2021-04-10;Kenya;145184;2330;98605;1.60;67.92;30.48

2021-04-10;Japon;503537;9352;458684;1.86;91.09;7.05

2021-04-10;Jordanie;662395;7708;588353;1.16;88.82;10.01

2021-04-10;Jamaïque;42119;669;18785;1.59;44.60;53.81

2021-04-10;Italie;3754077;113923;3107069;3.03;82.77;14.20

2021-04-10;Islande;6258;29;6126;0.46;97.89;1.65

2021-04-10;Iran;2049078;64232;1702062;3.13;83.06;13.80

2021-04-10;Iraq;918155;14678;809663;1.60;88.18;10.22

2021-04-10;Inde;13358805;169275;12081443;1.27;90.44;8.29

2021-04-10;Israël;835813;6292;825519;0.75;98.77;0.48

2021-04-10;Irlande;240643;4783;23364;1.99;9.71;88.30

2021-04-10;Indonésie;1562868;42443;1409288;2.72;90.17;7.11

2021-04-10;Hongrie;713868;23211;423366;3.25;59.31;37.44

2021-04-10;Haïti;12840;252;11447;1.96;89.15;8.89

2021-04-10;Croatie;290899;6269;270964;2.16;93.15;4.70

2021-04-10;Honduras;195525;4770;75553;2.44;38.64;58.92

2021-04-10;Hong-Kong;11568;207;11193;1.79;96.76;1.45

2021-04-10;Guyana;11044;252;9688;2.28;87.72;10.00

2021-04-10;Guinée-Bissau;3678;66;3059;1.79;83.17;15.04

2021-04-10;Guatemala;202640;7001;184758;3.45;91.18;5.37

2021-04-10;Grèce;293763;8833;93764;3.01;31.92;65.07

2021-04-10;Guinée Équatoriale;7219;106;6799;1.47;94.18;4.35

2021-04-10;Guadeloupe;12304;189;2242;1.54;18.22;80.24

2021-04-10;Guinée;20807;133;18473;0.64;88.78;10.58

2021-04-10;Gambie;5602;168;5145;3.00;91.84;5.16

2021-04-10;Gibraltar;4277;94;4180;2.20;97.73;0.07

2021-04-10;Ghana;91260;754;89092;0.83;97.62;1.55

2021-04-10;Guyane Française;17549;94;9995;0.54;56.95;42.51

2021-04-10;Grenade;155;1;152;0.65;98.06;1.29

2021-04-10;Géorgie;287689;3869;276711;1.34;96.18;2.47

2021-04-10;Royaume-Uni;4378603;127230;9314;2.91;0.21;96.88

2021-04-10;Gabon;20636;127;17456;0.62;84.59;14.79

2021-04-10;France;4904421;97427;274469;1.99;5.60;92.42

2021-04-10;Îles Féroé;661;1;660;0.15;99.85;0.00

2021-04-10;Fidji;68;2;64;2.94;94.12;2.94

2021-04-10;Finlande;81707;868;46000;1.06;56.30;42.64

2021-04-10;Éthiopie;227255;3146;169038;1.38;74.38;24.23

2021-04-10;Espagne;3347512;76328;150376;2.28;4.49;93.23

2021-04-10;Érythrée;3447;10;3166;0.29;91.85;7.86

2021-04-10;Égypte;209677;12405;159054;5.92;75.86;18.23

2021-04-10;Estonie;113736;1020;94206;0.90;82.83;16.27

2021-04-10;Équateur;344877;17275;290314;5.01;84.18;10.81

2021-04-10;Algérie;118378;3126;82493;2.64;69.69;27.67

2021-04-10;République Dominicaine;257186;3385;216020;1.32;83.99;14.69

2021-04-10;Dominique;165;0;159;0.00;96.36;3.64

2021-04-10;Danemark;237132;2439;225999;1.03;95.31;3.67

2021-04-10;Djibouti;9722;94;7763;0.97;79.85;19.18

2021-04-10;Allemagne;3009452;78402;2668910;2.61;88.68;8.71

2021-04-10;République Tchèque;1577972;27734;1448843;1.76;91.82;6.43

2021-04-10;Chypre;51035;272;39061;0.53;76.54;22.93

2021-04-10;Cap-vert;18629;177;17077;0.95;91.67;7.38

2021-04-10;Cuba;85572;453;79958;0.53;93.44;6.03

2021-04-10;Costa Rica;222544;3018;194760;1.36;87.52;11.13

2021-04-10;Colombie;2518715;65608;2375176;2.60;94.30;3.09

2021-04-10;Chine;90410;4636;85488;5.13;94.56;0.32

2021-04-10;Cameroun;61731;919;35261;1.49;57.12;41.39

2021-04-10;Chili;1068522;24213;998400;2.27;93.44;4.30

2021-04-10;Côte d'Ivoire;45089;260;44197;0.58;98.02;1.40

2021-04-10;Suisse;617543;10452;317600;1.69;51.43;46.88

2021-04-10;Congo (Brazzaville);10084;137;8208;1.36;81.40;17.25

2021-04-10;République Centrafricaine;5491;74;5056;1.35;92.08;6.57

2021-04-10;Rép. Dém. du Congo;28542;745;25841;2.61;90.54;6.85

2021-04-10;Canada;1060052;23270;967364;2.20;91.26;6.55

2021-04-10;Belize;12485;318;12106;2.55;96.96;0.49

2021-04-10;Bélarus;334863;2344;325108;0.70;97.09;2.21

2021-04-10;Botswana;42674;636;38203;1.49;89.52;8.99

2021-04-10;Bhoutan;910;1;875;0.11;96.15;3.74

2021-04-10;Bahamas;9364;189;8837;2.02;94.37;3.61

2021-04-10;Brésil;13445006;351334;11739649;2.61;87.32;10.07

2021-04-10;Bolivie;281570;12442;230807;4.42;81.97;13.61

2021-04-10;Brunéi Darussalam;219;3;206;1.37;94.06;4.57

2021-04-10;Saint Barthélemy;907;1;462;0.11;50.94;48.95

2021-04-10;Bénin;7515;93;6452;1.24;85.85;12.91

2021-04-10;Burundi;3119;6;773;0.19;24.78;75.02

2021-04-10;Bahreïn;155402;554;143889;0.36;92.59;7.05

2021-04-10;Bulgarie;371531;14351;285799;3.86;76.92;19.21

2021-04-10;Burkina Faso;12956;152;12593;1.17;97.20;1.63

2021-04-10;Belgique;922487;23428;0;2.54;0.00;97.46

2021-04-10;Bangladesh;678937;9661;572378;1.42;84.31;14.27

2021-04-10;Barbade;3719;44;3587;1.18;96.45;2.37

2021-04-10;Bosnie-Herzégovine;181927;7298;139419;4.01;76.63;19.35

2021-04-10;Azerbaïdjan;283579;3879;249013;1.37;87.81;10.82

2021-04-10;Australie;29405;909;23083;3.09;78.50;18.41

2021-04-10;Autriche;574755;9662;532539;1.68;92.65;5.66

2021-04-10;Argentine;2517300;57647;2217783;2.29;88.10;9.61

2021-04-10;Angola;23331;550;21890;2.36;93.82;3.82

2021-04-10;Arménie;202167;3720;181180;1.84;89.62;8.54

2021-04-10;Albanie;128155;2310;97206;1.80;75.85;22.35

2021-04-10;Antigua-et-Barbuda;1197;30;936;2.51;78.20;19.30

2021-04-10;Afghanistan;57144;2521;51962;4.41;90.93;4.66

2021-04-10;Émirats Arabes Unis;481937;1529;466804;0.32;96.86;2.82

2021-04-10;Andorre;12497;120;11770;0.96;94.18;4.86

2021-04-09;Andorre;12456;120;11732;0.96;94.19;4.85

2021-04-09;Émirats Arabes Unis;480006;1526;464971;0.32;96.87;2.81

2021-04-09;Afghanistan;57019;2521;51961;4.42;91.13;4.45

2021-04-09;Antigua-et-Barbuda;1182;30;913;2.54;77.24;20.22

2021-04-09;Albanie;127795;2304;96672;1.80;75.65;22.55

2021-04-09;Arménie;201158;3697;180160;1.84;89.56;8.60

2021-04-09;Angola;23242;549;21589;2.36;92.89;4.75

2021-04-09;Argentine;2497881;57350;2203926;2.30;88.23;9.47

2021-04-09;Autriche;571616;9624;529191;1.68;92.58;5.74

2021-04-09;Australie;29396;909;23080;3.09;78.51;18.39

2021-04-09;Azerbaïdjan;281387;3846;247459;1.37;87.94;10.69

2021-04-09;Bosnie-Herzégovine;181927;7298;139419;4.01;76.63;19.35

2021-04-09;Barbade;3708;44;3579;1.19;96.52;2.29

2021-04-09;Bangladesh;673594;9584;568541;1.42;84.40;14.17

2021-04-09;Belgique;917917;23390;0;2.55;0.00;97.45

2021-04-09;Burkina Faso;12924;152;12571;1.18;97.27;1.56

2021-04-09;Bulgarie;370179;14308;284869;3.87;76.95;19.18

2021-04-09;Bahreïn;154280;550;142741;0.36;92.52;7.12

2021-04-09;Burundi;3078;6;773;0.19;25.11;74.69

2021-04-09;Bénin;7515;93;6452;1.24;85.85;12.91

2021-04-09;Saint Barthélemy;907;1;462;0.11;50.94;48.95

2021-04-09;Brunéi Darussalam;219;3;206;1.37;94.06;4.57

2021-04-09;Bolivie;280649;12428;230021;4.43;81.96;13.61

2021-04-09;Brésil;13373174;348718;11722181;2.61;87.65;9.74

2021-04-09;Bahamas;9364;189;8837;2.02;94.37;3.61

2021-04-09;Bhoutan;906;1;875;0.11;96.58;3.31

2021-04-09;Botswana;42674;636;38203;1.49;89.52;8.99

2021-04-09;Bélarus;333430;2334;323748;0.70;97.10;2.20

2021-04-09;Belize;12485;318;12106;2.55;96.96;0.49

2021-04-09;Canada;1052560;23236;962451;2.21;91.44;6.35

2021-04-09;Rép. Dém. du Congo;28511;745;25841;2.61;90.64;6.75

2021-04-09;République Centrafricaine;5402;74;5056;1.37;93.59;5.04

2021-04-09;Congo (Brazzaville);10084;137;8208;1.36;81.40;17.25

2021-04-09;Suisse;617543;10450;317600;1.69;51.43;46.88

2021-04-09;Côte d'Ivoire;45089;260;44197;0.58;98.02;1.40

2021-04-09;Chili;1060421;24108;991676;2.27;93.52;4.21

2021-04-09;Cameroun;61731;919;35261;1.49;57.12;41.39

2021-04-09;Chine;90400;4636;85481;5.13;94.56;0.31

2021-04-09;Colombie;2504206;65283;2365566;2.61;94.46;2.93

2021-04-09;Costa Rica;222544;3018;194760;1.36;87.52;11.13

2021-04-09;Cuba;84532;448;78916;0.53;93.36;6.11

2021-04-09;Cap-vert;18629;177;17077;0.95;91.67;7.38

2021-04-09;Chypre;50589;268;36872;0.53;72.89;26.58

2021-04-09;République Tchèque;1573153;27617;1437295;1.76;91.36;6.88

2021-04-09;Allemagne;2990724;78295;2654930;2.62;88.77;8.61

2021-04-09;Djibouti;9662;94;7551;0.97;78.15;20.88

2021-04-09;Danemark;236377;2436;225286;1.03;95.31;3.66

2021-04-09;Dominique;165;0;159;0.00;96.36;3.64

2021-04-09;République Dominicaine;256563;3382;215726;1.32;84.08;14.60

2021-04-09;Algérie;118251;3123;82392;2.64;69.68;27.68

2021-04-09;Équateur;342678;17158;290314;5.01;84.72;10.27

2021-04-09;Estonie;113098;1006;92862;0.89;82.11;17.00

2021-04-09;Égypte;208876;12362;158454;5.92;75.86;18.22

2021-04-09;Érythrée;3447;10;3166;0.29;91.85;7.86

2021-04-09;Espagne;3347512;76328;150376;2.28;4.49;93.23

2021-04-09;Éthiopie;225516;3111;167945;1.38;74.47;24.15

2021-04-09;Finlande;81261;868;46000;1.07;56.61;42.32

2021-04-09;Fidji;68;2;64;2.94;94.12;2.94

2021-04-09;Îles Féroé;661;1;660;0.15;99.85;0.00

2021-04-09;France;4904419;97427;274469;1.99;5.60;92.42

2021-04-09;Gabon;20636;127;17456;0.62;84.59;14.79

2021-04-09;Royaume-Uni;4375890;127190;9289;2.91;0.21;96.88

2021-04-09;Géorgie;287183;3858;276426;1.34;96.25;2.40

2021-04-09;Grenade;155;1;152;0.65;98.06;1.29

2021-04-09;Guyane Française;17318;94;9995;0.54;57.71;41.74

2021-04-09;Ghana;91109;752;88971;0.83;97.65;1.52

2021-04-09;Gibraltar;4277;94;4178;2.20;97.69;0.12

2021-04-09;Gambie;5564;166;5111;2.98;91.86;5.16

2021-04-09;Guinée;20746;132;18408;0.64;88.73;10.63

2021-04-09;Guadeloupe;11890;183;2242;1.54;18.86;79.60

2021-04-09;Guinée Équatoriale;7059;104;6683;1.47;94.67;3.85

2021-04-09;Grèce;290964;8758;93764;3.01;32.23;64.76

2021-04-09;Guatemala;201295;6977;183917;3.47;91.37;5.17

2021-04-09;Guinée-Bissau;3675;66;3049;1.80;82.97;15.24

2021-04-09;Guyana;10958;252;9576;2.30;87.39;10.31

2021-04-09;Hong-Kong;11563;207;11186;1.79;96.74;1.47

2021-04-09;Honduras;194548;4766;75233;2.45;38.67;58.88

2021-04-09;Croatie;288364;6235;268929;2.16;93.26;4.58

2021-04-09;Haïti;12816;252;11447;1.97;89.32;8.72

2021-04-09;Hongrie;705815;22966;420275;3.25;59.54;37.20

2021-04-09;Indonésie;1558145;42348;1405659;2.72;90.21;7.07

2021-04-09;Irlande;240192;4769;23364;1.99;9.73;88.29

2021-04-09;Israël;835674;6280;825195;0.75;98.75;0.50

2021-04-09;Inde;13205926;168436;11990859;1.28;90.80;7.93

2021-04-09;Iraq;911376;14641;804772;1.61;88.30;10.09

2021-04-09;Iran;2029412;64039;1693005;3.16;83.42;13.42

2021-04-09;Islande;6258;29;6126;0.46;97.89;1.65

2021-04-09;Italie;3736526;113579;3086586;3.04;82.61;14.35

2021-04-09;Jamaïque;41843;661;18690;1.58;44.67;53.75

2021-04-09;Jordanie;659250;7646;581170;1.16;88.16;10.68

2021-04-09;Japon;499831;9325;458684;1.87;91.77;6.37

2021-04-09;Kenya;144154;2309;98183;1.60;68.11;30.29

2021-04-09;Kirghizistan;89811;1516;85719;1.69;95.44;2.87

2021-04-09;Cambodge;3604;24;1984;0.67;55.05;44.28

2021-04-09;Comores;3758;146;3568;3.89;94.94;1.17

2021-04-09;Saint-Kitts-et-Nevis;44;0;44;0.00;100.00;0.00

2021-04-09;Corée du Sud;108945;1765;99301;1.62;91.15;7.23

2021-04-09;Koweït;244325;1393;228627;0.57;93.57;5.85

2021-04-09;Kazakhstan;317937;3262;282653;1.03;88.90;10.07

2021-04-09;Laos;49;0;47;0.00;95.92;4.08

2021-04-09;Liban;491928;6592;398699;1.34;81.05;17.61

2021-04-09;Sainte-Lucie;4329;64;4143;1.48;95.70;2.82

2021-04-09;Liechtenstein;2722;56;2606;2.06;95.74;2.20

2021-04-09;Sri Lanka;94564;593;91272;0.63;96.52;2.85

2021-04-09;Libéria;2042;85;1899;4.16;93.00;2.84

2021-04-09;Lesotho;10707;315;4471;2.94;41.76;55.30

2021-04-09;Lituanie;224309;3660;204340;1.63;91.10;7.27

2021-04-09;Luxembourg;63467;763;59168;1.20;93.23;5.57

2021-04-09;Lettonie;106574;1981;97612;1.86;91.59;6.55

2021-04-09;Libye;166888;2807;152328;1.68;91.28;7.04

2021-04-09;Maroc;500948;8885;487414;1.77;97.30;0.93

2021-04-09;Monaco;2369;31;2220;1.31;93.71;4.98

2021-04-09;Moldavie;240056;5339;220881;2.22;92.01;5.76

2021-04-09;Montenegro;93803;1354;87768;1.44;93.57;4.99

2021-04-09;Saint Martin;1693;12;1399;0.71;82.63;16.66

